community,country,text,labels
hopeless,ph,"""Lougene has this message to others who may still be hooked on illegal drugs : """" Do n't be hopeless because there is hope . You can still change . That 's why whenever I see on TV drug users and dealers that were killed , I say to myself they should have been given a chance to change by bringing them to a place such as this . """"""",1
immigrant,nz,"Combating racism can be as simple as staring blankly when a real estate agent complains about Asian buyers at an open home , calling out a mate who makes jokes about overweight Pasifika people , or shutting down a taxi driver mocking immigrants .",0
refugee,in,"Adnan Shanan ( C ) a refugee from Latakia in Syria , gestures during a protest in front of a train at Bicske railway station , Hungary , September 4 , 2015 . Hundreds of migrants , many of them refugees from the Syrian war , woke after a night spent on a packed train stranded at a railway station west of Budapest , refusing to go to a nearby camp to process asylum seekers .",0
immigrant,jm,"CASTRIES , St Lucia ( CMC ) -- Former controversial St Lucia Housing Minister Richard Frederick has filed a lawsuit in US District Court in Washington DC , claiming compensatory and punitive damages of US$25 million in relation to the revocation in 2011 of his diplomatic and non-immigrant US visas .",0
immigrant,bd,"""The caption of the photograph says the image shows Buddhists murdered by Rohingya -- members of a Muslim minority the book refers to as """" Bengalis """" to imply they are illegal immigrants .""",0
disabled,us,"WHO estimates that over a billion people in the world , or approximately 15 percent of the global population , have disabilities . According to a WHO report , disabled women are particularly vulnerable to involuntary sterilisation .",0
women,jm,"Women are generally not as competitive as men , and not as motivated by job prestige . We want to actualise but not necessarily in the same ways as men . While men may want to lead conglomerates , corporations and boards , women are generally content to have a good , secure job with an attractive salary . Some women do pursue power positions , but many are not interested . They do n't want the hassle .",1
immigrant,lk,"Throughout his life , he had been his own man . The millionaire 's son . The buccaneer businessman . The New York playboy , ever with a blonde immigrant bimbo by his side , two of whom he wed . And covetous eyes on other men 's wives , though , as he said , he did n't always score on that front .",0
disabled,nz,""""""" Disabled people are facing a real range of stigma and discrimination , which means there is a risk for this bill that it will be a Clayton 's Choice for disabled people , """" she said .""",1
in-need,ca,"The United Way 's Melaina Patenaude , who is also a member of the Cowichan Coalition to Address Homelessness and Affordable Housing , said in a letter to council that the coalition 's ultimate goal is to establish safe , affordable and supportive housing for everyone in need in the Cowichan Valley .",0
disabled,au,"There is nothing wrong with an able bodied person using the disabled toilet if standard ones are occupied , since they are seldom in use . Disabled toilets takeup an enormous amount of floor space , displacing at least 3 cublicles and a mens trough and help cause ques . Courtesy dictates that when the occaisional wheel chair bound person comes along the able bodied step aside . What a silly title for an article about a non problem .",0
