community,country,text,labels
homeless,ca,"Kennedy House Youth Services Inc. is excited to announce a special fundraising show , Gene Kelly : The Legacy an Evening with Patricia Ward Kelly . Ms. Kelly 's performance will support Kennedy House Youth Shelter which supports over 450 homeless youth a year in the GTA . Gene Kelly was a legendary dancer , director and choreographer . His work continues to be an inspiration to artists and athletes around the world . His vision and artistry , in such films as An American in Paris and Singin ' In The Rain have delighted and captivated us , yet we know little about him . During this unique evening , Patricia Ward Kelly-his widow and biographer-shares intimate stories of her husband 's life and career .",0
homeless,ng,""""""" We have not received funds or tuition from our sponsors and the government of Rivers State for over 17months now . Most of us are homeless and have to squat with other friends . We have been stopped from clinical rotations several times and I do n't blame the school , they have really been patient with us . It is very discouraging . The course we are studying requires energy , 100% concentration and attention . But how can you give what you do n't have ?""",0
in-need,ph,"Helping out in the community and giving back to those in need are meaningful throughout the year , but especially during the Christmas season .",1
homeless,sg,"Rebuilding efforts are still ongoing in Lombok , where nearly half a million people were left homeless following a series of deadly earthquakes in July and August .",0
immigrant,ng,"Special status given to about 59,000 Haitian immigrants , protecting them from deportation following the 2010 earthquake , will end next year following a Trump administration ruling last month . <h> Most Popular",0
homeless,bd,Seattle 's tax would charge companies about $275 per full-time worker each year and raise roughly $48 million a year for affordable housing and homeless services . It would target businesses making at least $20 million in gross revenue and take effect in January .,0
vulnerable,ie,""""""" We are challenged , I suggest , to turn this time of celebration into a sustained commitment of awareness and care for those for whom each day is an act of survival , """" said Mr Higgins , thanking those who work to support the vulnerable .""",1
migrant,za,""""""" Illegal mining is largely fuelled by highly organised , dangerous , well financed and complex local and international crime syndicates which have up-to-date maps of mining operations . The syndicates operate in liquidated operating and non-operating mines . They mainly recruit unemployed , illegal immigrants providing them with basic survival necessities , while training them on how to access the mine workings . """"""",0
refugee,us,"KAMPALA , Uganda , March 24 ( UNHCR ) -- The UN refugee agency on Monday said it was shocked and saddened by the deaths of scores of Congolese refugees , including children , who drowned when the boat carrying them back home from western Uganda capsized on Lake Albert .",0
poor-families,us,"* Two officials of the federal Office of Economic Opportunity in Washington said Friday at Little Rock that Mississippi County Judge A.A. Banks was blocking release of more than $65,000 in aid to poor families in Craighead and Poinsett counties . Of the total , about $40,000 is aid to families in Craighead County stricken by a tornado last month . Another $25,164 is waiting in a bank for distribution as emergency food and medical aid for persons suffering from malnutrition in Poinsett County , the officials said .",0
refugee,gh,"Gone are the most controversial measures of the old order , such as preference for Christian refugees and the suspension of existing visas and green cards .",0
in-need,jm,"It houses 44 children up to eight years old , the vast majority of whom are in need of care and protection . The children have access to educational and recreational facilities , including books and audiovisual aids . A playground is also situated on the premises .",0
immigrant,hk,"""Oprah Winfrey 's new book club pick is an acclaimed first novel by Cameroon-born author Imbolo Mbue . Mbue 's """" Behold the Dreamers ' ' was published last year and won the PEN/Faulkner Award for fiction , an honor previously given to Philip Roth and Ann Patchett , among others . The book tells of an immigrant from Cameroon who becomes the chauffeur for a Lehman Brothers execu ...""",0
