community,country,text,labels
hopeless,lk,"Equally to coincide with the 20th anniversary of Princess Diana 's death ( according to Reuters -- London ) , the legendary Channel 4 , TV in the UK , had scheduled to release during a weekend the ' recordings of Princess Diana speaking candidly about her sex life with Prince Charles , and her sorrow at the spectacular collapse of her marriage . The footage had been filmed in 1992 at Kensington Palace . In a privately recorded session it was believed to include a footage where Diana was speaking about her sex life with Charles viz : it was just so odd . I do not know there was no requirement for it from his case , sort of once every three weeks , and then followed a pattern . The footage apparently included how Diana approached Queen Elizabeth to discuss the failing marriage by saying , I do n't know what you should do , Charles is hopeless ' . Diana is also quoted as saying how Charles 's father , Prince Phillip , had given him ( Charles ) permission to have an affair if the marriage did not work , and how Prince Charles used to see his lady friend once every three weeks before they got married .",0
migrant,gh,"The Czech foreign police will use heartbeat detector to check the lorries driving from Austria to the Czech Republic at the Mikulov and Hate border in their search for illegal migrants hidden inside , said Czech South Moravia police chief Leos Trzil on Friday .",0
women,ca,Jewish men and women in Israel are drafted at the age of 18 for three- and two-year stints and public pressure from the secular majority has mounted for a more equal sharing of the military burden .,0
women,lk,"ECONOMYNEXT -- Employers in ICT and commercial agriculture sectors , two of Sri Lanka 's most promising economic drivers with potential for high earnings , appear to be biased against the hiring of women , according to a new World Bank study .",0
refugee,gh,Two inmates of the Guantanamo Bay detention Camp and ex-prisoners sentenced by the Arusha based International Criminal Tribunal will be given refugee status and monitored by National Security for two years .,0
immigrant,gh,"Norwegian police forcibly returned a record number of 8,078 illegal immigrants last year , Norway 's public broadcaster NRK reported on Sunday .",0
in-need,gb,"The Island ( theislandyork.org ) provides young people with fully-trained volunteer mentors , who provide one-to-one support to young people in need of support over 12 months . <h> Ipsoregulated",0
vulnerable,nz,"""Labour 's children 's spokeswoman Jacinda Ardern has called for a Ministry for Children . She said labelling kids as vulnerable is """" stigmatising """" and """" unnecessarily narrows """" the range of issues the ministry can cover .""",0
migrant,za,"""A decision on former world number one tennis player Maria Sharapova 's appeal against a two-year doping ban will be issued in the first week of next month , the Court of Arbitration for Sport said on Tuesday . <h> French President Francois Hollande said on a visit to the port of Calais Monday that the sprawling """" Jungle """" migrant camp there would be """" completely dismantled """" . <h> Save &amp; Share <h> Related News""",0
migrant,gh,"Since then , the New York property developer had repeatedly vowed , if elected , to deport about 11 million undocumented immigrants in the country .",0
immigrant,ng,"""An American researcher by the name of Rachel Reynolds who wrote about the Nigerian immigrant experience in America for an academic journal was struck by this intriguing dissimilarity in our usage of these expressions . She interviewed Nigerian immigrants in the Chicago area in the course of her research . Even though her interviewees did n't seem content with their material lot in America , they said they were """" not surviving """" ; that they were just """" managing . """" She was initially dumb-stricken . When she finally figured out that Nigerians use """" managing """" to mean """" surviving """" and """" surviving """" to mean """" managing , """" she titled her article : """" ' We Are Not Surviving , We Are Managing ' : the Constitution of a Nigerian Diaspora along the Contours of the Global Economy . """"""",0
hopeless,ng,"He noted that violence that can not be separated from poverty , and a hopeless , jobless , ill-educated and ill-paid young man is the most dangerous .",1
