community,country,text,labels
women,gh,"According to the amendments , female genital mutilation or coercion of a woman to carry out this rite on grounds of national , ethnic or other traditions or without any such pressure will be punished by criminal law . The same offense in relation to pregnant or disabled women will be regarded as an aggravating circumstance .",0
in-need,nz,""""""" This is the first step in building more new homes to help those most in need in our regions . In total , it will build more than 270 bedrooms for individuals or families in the areas where they are needed most .""",0
homeless,gh,"Jeff Bezos announced the launch of a new $2 billion fund called the Bezos Day One Fund on Thursday . In a statement , Bezos wrote that the philanthropic program was created along with his wife MacKenzie Bezos to support homeless families and education programs in underserved communities .",0
refugee,gb,"""She said that her new government would focus on """" the integration of refugees , but also on the state 's ability to act when people have not been granted right of residence """" .""",0
migrant,au,"Brokers offer a route through which migrants can negotiate with employers , an otherwise thankless task . Unlike formal agencies , informal brokers helped employers with recommendations on character and behaviour , an aspect regarded as very important by women who were recruiting another female to work in their home . <h> Lessons for policy",0
disabled,ke,"Coastweek-- To celebrate World Service Day , Lions Club of Mombasa Pwani in District 411A organized a ? Mini-Olympics ? for disabled children to participate in sporting events to display what they are able to do and to prove that ? disability does not mean inability ? on Monday 20th October 2014 at A.S.K . Inter-national Show Ground .",0
homeless,my,""""""" Most of them ( the homeless ) have the ability to work , but a greater challenge for us is to help them sustain a job , """" he said .""",1
refugee,sg,"The two-day meeting was a follow-up of discussions on Afghanistan-Pakistan Action Plan for Peace and Solidarity ( APAPPS ) -- a joint action plan for cooperation in the areas of counter-terrorism and reduction of violence , peace and reconciliation , Afghan refugees ' repatriation and joint economic development .",0
homeless,tz,"This is because it has has proved to be the most appropriate survey to give extensive data on the informal sector . Moreover , in such combined surveys it is possible to cover easily all persons ( excluding the homeless ) employed in the informal sector regardless of the business size , the kind of activities performed and type of workplaces used and jobs ( main or secondary ) which are either performed inside business owners ' home or performed without any fixed location ( Bugheri , et al . 2002 ) .",0
migrant,tz,Eye witness who sought anonymity said the illegal immigrants were spotted by some of the villagers who were heading to their farms in the morning .,0
in-need,sg,"In the launch event of the book , Hema Malini clearly said that if the name of the book is ' Beyond The Dream Girl ' , then it shows that she discussed both ( Sunny and Bobby ) in the book as well . The actress added that people always think about the kind of relationship she shares with Sunny and Bobby . Interestingly , Hema revealed that Sunny always supported her whenever she was in need . When she met with an accident in 2015 , Sunny Deol was the first person who came to meet her .",0
hopeless,za,"Given these tough financial times , the bank 's own cost saving drive proved hopelessly ineffective . The main cost inflators were people , processes and systems .",0
